id	kind	owner_skill	parameterized_suite	definition_location
PORT-NOTIF-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:492
PORT-NOTIF-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:498
PORT-NOTIF-006	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:505
PORT-NOTIF-007	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:511
PORT-OS-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:254
PORT-OS-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:261
PORT-OS-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:267
PORT-OS-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:274
PORT-OS-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:281
PORT-OS-006	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:287
PORT-OS-007	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:293
PORT-OS-008	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:299
PORT-PATH-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:167
PORT-PATH-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:172
PORT-PATH-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:177
PORT-PATH-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:183
PORT-PATH-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:190
PORT-PATH-006	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:195
PORT-PATH-007	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:201
PORT-PATH-008	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:207
PORT-PATH-009	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:213
PORT-PATH-010	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:219
PORT-PATH-011	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:225
PORT-PATH-012	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:232
PORT-PATH-013	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:238
PORT-PATH-014	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:245
PORT-PROC-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:306
PORT-PROC-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:312
PORT-PROC-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:320
PORT-PROC-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:329
PORT-PROC-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:335
PORT-PROC-006	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:342
PORT-PROC-007	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:350
PORT-PROC-008	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:356
PORT-PROC-009	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:363
PORT-PROC-010	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:370
PORT-PROC-011	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:376
PORT-PROC-012	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:382
PORT-PROC-013	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:388
PORT-PROC-014	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:394
PORT-SHUT-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:645
PORT-SHUT-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:650
PORT-SHUT-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:655
PORT-SHUT-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:660
PORT-SHUT-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:667
PORT-SHUT-006	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:673
PORT-SHUT-007	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:678
PORT-SHUT-008	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:689
PORT-SHUT-009	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:698
PORT-SHUT-010	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:705
PORT-SHUT-011	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:711
PORT-SHUT-012	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:717
PORT-SHUT-013	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:724
PORT-SHUT-014	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:729
PORT-SHUT-015	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:737
PORT-SLEEP-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:516
PORT-SLEEP-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:522
PORT-SLEEP-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:527
PORT-SLEEP-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:532
PORT-SLEEP-005	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-runtime-services.md:538
PRIM-001	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:25
PRIM-002	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:27
PRIM-003	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:29
PRIM-004	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:31
PRIM-009	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:33
PRIM-010	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:37
PRIM-011	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:39
PRIM-012	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:41
PRIM-013	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:43
PRIM-014	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:45
PRIM-020	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:49
PRIM-021	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:51
PRIM-022	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:53
PRIM-023	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:55
PRIM-030	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:59
PRIM-031	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:61
PRIM-032	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:63
PRIM-033	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:65
PRIM-034	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:67
PRIM-035	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:69
PRIM-040	contract	implementation-platform-lifecycle	CONF-021	.codex/skills/implementation-platform-lifecycle/references/portable-data-primitives.md:73
